Item,Sales_Count,Stock_Level,Demand_Score,Profit_Margin,Competitor_Saturation,Reorder_Frequency,Stock_to_Sales_Ratio,Demand_to_Stock_Ratio,Location_Bangalore,Location_Bhopal,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Indore,Location_Jaipur,Location_Kolkata,Location_Lucknow,Location_Mumbai,Location_Nagpur,Location_Pune,Location_Surat,Location_Visakhapatnam,Category_Electronics,Category_Grocery,Category_Home Essentials,Category_Stationery,Recommendation_Score,Shop_ID
Eraser,0.6840404040404041,0.7858585858585859,0.8999999999999999,0.2451111111111111,23,0.6840404040404041,0.4666506717850288,0.5039592760180995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.68629587,75543f7b
Camera,0.9345454545454546,0.101010101010101,0.55,0.0491111111111111,19,0.9345454545454546,0.0522138680033416,0.4995412844036698,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.93516,2fbf7e3a
Mobile,0.2412121212121212,0.6484848484848486,0.4,0.6297777777777779,19,0.2412121212121212,0.5224609375,0.2426470588235294,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.24039684,adb39ad6
Pulses,0.9331313131313131,0.2606060606060606,0.275,0.528,13,0.9331313131313131,0.1348103250078378,0.2181490384615384,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.93494964,8886009a
Soap,0.3751515151515151,0.6262626262626263,0.3,0.8766666666666667,15,0.3751515151515151,0.4554135448802703,0.1844720496894409,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.37820232,071ab4de
Toothpaste,0.5272727272727273,0.8808080808080808,0.275,0.4908888888888889,22,0.5272727272727273,0.5767195767195767,0.1462137486573577,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5229104,0f16510c
Headphones,0.911919191919192,0.896969696969697,0.275,0.2284444444444444,18,0.911919191919192,0.4691462383770076,0.1449680511182108,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.91366905,1c39e37c
Rice,0.3963636363636363,0.0181818181818181,0.575,0.7362222222222222,11,0.3963636363636363,0.0130208333333332,0.5647321428571429,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.3949433,f9066ce5
Wheat,0.0579797979797979,0.7636363636363637,0.2249999999999999,0.3255555555555555,12,0.0579797979797979,0.7217872827954938,0.1275773195876288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.05788478,699b3ad5
Mop,0.5725252525252525,0.9616161616161616,0.5,0.2564444444444444,22,0.5725252525252525,0.6115107913669064,0.2548918640576725,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.57388276,ab604cf8
Pencil,0.7254545454545455,0.7616161616161616,0.975,0.4264444444444444,24,0.7254545454545455,0.441400304414003,0.5534690366972477,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7220853,f8b37867
Dishwasher Liquid,0.5783838383838384,0.8505050505050505,0.8,0.536,23,0.5783838383838384,0.5388455138871112,0.4323144104803494,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.57442325,4b523cb2
Cooking Oil,0.2006060606060606,0.0404040404040404,0.575,0.4922222222222221,13,0.2006060606060606,0.033653037186606,0.5526699029126213,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.2004709,1c983c2f
Marker,0.5783838383838384,0.4727272727272727,0.8,0.2228888888888889,20,0.5783838383838384,0.2995008319467553,0.54320987654321,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.58532774,b646515b
Mop,0.0252525252525252,0.0868686868686868,0.725,0.3691111111111111,17,0.0252525252525252,0.0847290640394088,0.6670539033457249,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.025594145,ba3f297e
Stapler,0.1577777777777777,0.206060606060606,0.475,0.4637777777777778,19,0.1577777777777777,0.1779794102250915,0.3938442211055276,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.15989512,3a7902e1
Coffee,0.9824242424242424,0.7050505050505051,0.0499999999999999,0.8088888888888889,16,0.9824242424242424,0.3556506674819118,0.0293246445497629,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.98257154,e597b75d
Pen,0.894949494949495,0.997979797979798,0.275,0.6335555555555555,18,0.894949494949495,0.5266524520255863,0.137639029322548,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8944976,2ab97fb8
Pencil,0.6301010101010102,0.0101010101010101,0.275,0.2662222222222222,16,0.6301010101010102,0.0061965547155781,0.27225,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.6295269,8c5d8e85
Jacket,0.9662626262626264,0.686868686868687,0.7,0.1044444444444444,16,0.9662626262626264,0.3493270317476626,0.4149700598802395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9637628,99748a7d
T-shirt,0.8903030303030304,0.5838383838383839,0.675,0.1991111111111111,22,0.8903030303030304,0.3088596772469809,0.4261798469387755,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.89125246,fb1ae269
Notebook,0.6507070707070708,0.7797979797979798,0.475,0.7924444444444444,10,0.6507070707070708,0.4724023987272059,0.2668842224744608,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.648523,c1916051
Mobile,0.6193939393939394,0.591919191919192,0.2249999999999999,0.2264444444444444,15,0.6193939393939394,0.3655189620758483,0.1413388324873095,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6208631,9ec80fb4
Cooking Oil,0.4038383838383838,0.0404040404040404,0.15,0.5764444444444444,13,0.4038383838383838,0.0287811195855518,0.1441747572815533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.40273485,d23f7f6a
Sweater,0.1662626262626262,0.7252525252525253,0.4,0.8948888888888888,20,0.1662626262626262,0.6218603845487616,0.2318501170960187,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16813414,59eb6953
Wheat,0.2327272727272727,0.1676767676767676,0.425,0.2377777777777777,13,0.2327272727272727,0.1360209767289412,0.3639705882352941,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2312177,f362be29
Smartwatch,0.4286868686868686,0.9111111111111112,0.2,0.1633333333333333,15,0.4286868686868686,0.6377262443438916,0.1046511627906976,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.42730623,77aecd47
Mop,0.7751515151515151,0.3838383838383838,0.25,0.1542222222222222,17,0.7751515151515151,0.2162285194036645,0.1806569343065693,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7766008,88392f2a
TV,0.6795959595959596,0.3939393939393939,0.35,0.652888888888889,21,0.6795959595959596,0.2345441424103921,0.2510869565217391,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.68201154,df7dfa41
Jacket,0.1353535353535353,0.8101010101010101,0.625,0.9617777777777778,11,0.1353535353535353,0.7135231316725978,0.3452845982142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.13486718,4836d7d1
Mobile,0.952121212121212,0.0969696969696969,0.525,0.7133333333333334,17,0.952121212121212,0.049674014281279,0.4785911602209945,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.952018,ee545fe4
Marker,0.7210101010101011,0.4484848484848485,0.8,0.0842222222222222,12,0.7210101010101011,0.2605939664279845,0.5523012552301255,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.7277574,7c668c0b
Wheat,0.0719191919191919,0.1272727272727272,0.3249999999999999,0.9664444444444444,13,0.0719191919191919,0.1187335092348284,0.2883064516129031,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.07189198,688e27a8
Coffee,0.346060606060606,0.4565656565656565,0.4499999999999999,0.5326666666666666,13,0.346060606060606,0.3391865526039321,0.3089459084604715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.34569,f191e215
Notebook,0.7523232323232324,0.1757575757575757,0.575,0.7479999999999999,16,0.7523232323232324,0.1002997463684574,0.4890463917525772,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.75379586,178e96f6
Soap,0.3305050505050504,0.1696969696969696,0.825,0.7208888888888888,23,0.3305050505050504,0.1275432736106892,0.7053108808290155,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.32806697,7336d0df
Jeans,0.9888888888888888,0.7434343434343434,0.0999999999999999,0.7613333333333333,15,0.9888888888888888,0.3737938039614017,0.0573580533024333,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9887174,00fa0d19
Sugar,0.5462626262626263,0.2404040404040404,0.075,0.5591111111111111,15,0.5462626262626263,0.1554742618238829,0.0604641693811074,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5456204,bd0167a5
Shampoo,0.5711111111111111,0.4262626262626262,0.6,0.1313333333333333,21,0.5711111111111111,0.2713128455702712,0.4206798866855524,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5693603,b8993be3
Flour,0.3284848484848485,0.7272727272727273,0.7,0.584,16,0.3284848484848485,0.5474452554744526,0.4052631578947368,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.32298875,a5f2643d
Formal Shirt,0.1779797979797979,0.9272727272727274,0.55,0.8628888888888888,14,0.1779797979797979,0.7871720116618077,0.285377358490566,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.1780261,82546097
Tablet,0.5565656565656566,0.3797979797979798,0.4,0.6571111111111111,16,0.5565656565656566,0.2439974042829331,0.2898975109809663,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.5612371,5b758af1
Pen,0.3044444444444444,0.3777777777777777,0.15,0.1213333333333333,18,0.3044444444444444,0.2896081771720613,0.1088709677419354,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.30268022,16756bec
T-shirt,0.6781818181818182,0.2909090909090909,0.125,0.9253333333333332,27,0.6781818181818182,0.1733477789815818,0.0968309859154929,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.67769796,cd426e38
T-shirt,0.027070707070707,0.2666666666666666,0.15,0.4260000000000001,26,0.027070707070707,0.2596380802517702,0.1184210526315789,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.02828429,236a556f
Flour,0.3688888888888889,0.6525252525252526,0.8999999999999999,0.4928888888888889,17,0.3688888888888889,0.4766824085005904,0.5446210268948655,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.3643105,016441cf
Toothpaste,0.209090909090909,0.1999999999999999,0.65,0.4191111111111111,22,0.209090909090909,0.1654135338345864,0.5416666666666667,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.20851673,40d48d4c
Pen,0.6642424242424243,0.593939393939394,0.7,0.4208888888888889,18,0.6642424242424243,0.3568827385287691,0.4391634980988593,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.66319805,03b0b5cb
Soap,0.5652525252525253,0.303030303030303,0.025,0.5473333333333333,22,0.5652525252525253,0.193598347960764,0.0191860465116279,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.56292945,a463f8da
Rice,0.0195959595959595,0.7131313131313132,0.125,0.909111111111111,14,0.0195959595959595,0.6994254012284528,0.0729658018867924,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.018854242,da8ccf1c
T-shirt,0.758989898989899,0.0424242424242424,0.525,0.7684444444444444,12,0.758989898989899,0.0241185253244515,0.5036337209302325,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.75755525,054550a0
Saree,0.3543434343434343,0.4989898989898989,0.65,0.2171111111111111,14,0.3543434343434343,0.3684367541766109,0.4336253369272237,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.35659516,34679b2a
Sugar,0.7995959595959596,0.8101010101010101,0.175,0.2635555555555555,10,0.7995959595959596,0.4501571621014818,0.0966796874999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.79716253,61ce2fd1
Soap,0.5818181818181819,0.4202020202020202,0.25,0.1584444444444445,25,0.5818181818181819,0.2656449553001276,0.176031294452347,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.58167124,278d7240
Jacket,0.8096969696969697,0.0444444444444444,0.3249999999999999,0.7726666666666667,16,0.8096969696969697,0.024559053360125,0.3111702127659574,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.80690694,cadab642
Jacket,0.4387878787878788,0.1090909090909091,0.2,0.5742222222222222,16,0.4387878787878788,0.075821398483572,0.180327868852459,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43969348,b0200c8e
Shampoo,0.469090909090909,0.1353535353535353,0.0999999999999999,0.1391111111111111,21,0.469090909090909,0.0921342134213421,0.0880782918149465,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.46632817,afb027a8
T-shirt,0.2456565656565656,0.1111111111111111,0.875,0.1482222222222222,18,0.2456565656565656,0.0891988323061952,0.7875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2461771,20bdb104
Highlighter,0.4868686868686868,0.5737373737373738,0.275,0.25,17,0.4868686868686868,0.3858695652173913,0.1747432605905006,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.4794175,1c985651
Highlighter,0.1521212121212121,0.6222222222222222,0.425,0.9526666666666666,18,0.1521212121212121,0.5400666315974049,0.261986301369863,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.15342133,c0738e9f
Sanitizer,0.2246464646464646,0.2646464646464646,0.0,0.5493333333333332,15,0.2246464646464646,0.2161002969317056,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.22457159,96367ff2
Flour,0.6058585858585859,0.3535353535353535,0.2249999999999999,0.9546666666666668,12,0.6058585858585859,0.220153478424959,0.166231343283582,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.60862213,31d21fc8
Coffee,0.3995959595959595,0.1353535353535353,0.6,0.2851111111111111,10,0.3995959595959595,0.0967090069284064,0.5284697508896797,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.3995231,2a014864
Tea,0.7315151515151516,0.6000000000000001,0.8999999999999999,0.308,14,0.7315151515151516,0.3465173258662933,0.5624999999999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.73113453,78271e13
Cooking Oil,0.8436363636363636,0.0141414141414141,0.625,0.0097777777777777,14,0.8436363636363636,0.0076703922857768,0.616284860557769,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.84157693,6b85cf84
Flour,0.2991919191919192,0.2464646464646464,0.4,0.9526666666666666,17,0.2991919191919192,0.1897061110247239,0.3209076175040519,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.29901603,d42c386d
Soap,0.2092929292929292,0.4444444444444444,0.4499999999999999,0.2113333333333333,16,0.2092929292929292,0.3675242231874373,0.3115384615384615,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.20818914,d53d32bb
Mobile,0.3999999999999999,0.6161616161616162,0.55,0.3404444444444445,16,0.3999999999999999,0.4401154401154402,0.3403124999999999,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.4015546,cecbc98a
Saree,0.4042424242424242,0.7030303030303031,0.0999999999999999,0.4677777777777778,14,0.4042424242424242,0.5006473888649116,0.0587188612099643,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.40271795,2121089a
Marker,0.4042424242424242,0.6545454545454545,0.725,0.104,14,0.4042424242424242,0.4661199827362969,0.4381868131868132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.40518758,ab81e789
Formal Shirt,0.5458585858585859,0.5515151515151515,0.675,0.4213333333333334,19,0.5458585858585859,0.3567694720334552,0.43505859375,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5404479,ff040de3
Pulses,0.9048484848484848,0.1656565656565656,0.575,0.7042222222222222,5,0.9048484848484848,0.0869657439813341,0.4932842287694974,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9074284,8e508356
Smartwatch,0.1739393939393939,0.2565656565656565,0.35,0.9317777777777778,22,0.1739393939393939,0.2185510239201514,0.2785369774919614,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.17446648,a2ef03df
Hoodie,0.8852525252525253,0.97979797979798,0.0,0.2862222222222222,26,0.8852525252525253,0.5197171024432062,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.883699,b8799f9c
Marker,0.182020202020202,0.4141414141414141,0.5,0.1326666666666666,14,0.182020202020202,0.3503674585540933,0.3535714285714286,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.18711087,2d8646d0
Speakers,0.7880808080808082,0.7575757575757576,0.55,0.8177777777777777,13,0.7880808080808082,0.4236809400067788,0.3129310344827586,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.78984565,5186acda
Detergent,0.9842424242424244,0.1272727272727272,0.2,0.1857777777777777,21,0.9842424242424244,0.0641417226634086,0.1774193548387097,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.98499286,bead9773
T-shirt,0.5701010101010101,0.9636363636363636,0.825,0.2204444444444444,21,0.5701010101010101,0.6137416366443644,0.4201388888888889,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.570393,817fa071
TV,0.0703030303030303,0.7151515151515152,0.7749999999999999,0.2544444444444445,13,0.0703030303030303,0.6681766704416762,0.4518551236749115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.07179107,de0577ef
Stapler,0.4408080808080808,0.3454545454545454,0.575,0.0573333333333333,15,0.4408080808080808,0.2397644419517666,0.4273648648648648,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4441564,360857ed
Pen,0.1929292929292929,0.1393939393939393,0.725,0.1426666666666666,14,0.1929292929292929,0.1168501270110075,0.6363031914893618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.19413182,0e2d7f7a
Pulses,0.2969696969696969,0.4606060606060606,0.55,0.8148888888888889,18,0.2969696969696969,0.3551401869158878,0.3765560165975104,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.29691163,6ec255d0
Detergent,0.1228282828282828,0.7333333333333334,0.3,0.0028888888888888,14,0.1228282828282828,0.6531126304426054,0.173076923076923,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.12144163,7d2150dd
Marker,0.1056565656565656,0.5111111111111112,0.125,0.6233333333333333,16,0.1056565656565656,0.4622693221268044,0.0827205882352941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.10573479,ed1ad9ca
T-shirt,0.4737373737373737,0.3232323232323232,0.8,0.2851111111111111,24,0.4737373737373737,0.2193283070596298,0.6045801526717558,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.47198272,94e813e1
Marker,0.3977777777777778,0.5616161616161617,0.4499999999999999,0.8288888888888888,16,0.3977777777777778,0.4017921664980489,0.2881630012936609,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.3939642,5310bcbe
Mobile,0.0143434343434343,0.1494949494949495,0.275,0.5935555555555555,18,0.0143434343434343,0.1473809998008365,0.2392355008787346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.014550615,d8988357
Laptop,0.2852525252525252,0.0101010101010101,0.425,0.3355555555555556,17,0.2852525252525252,0.0078591637849732,0.4207499999999999,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.28510037,1da0fa46
Sugar,0.4812121212121212,0.4161616161616162,0.65,0.7804444444444444,14,0.4812121212121212,0.2809601745771958,0.4589871611982882,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.48456803,ee65ba5d
Highlighter,0.0919191919191919,0.1252525252525252,0.0,0.8737777777777778,16,0.0919191919191919,0.1147086031452358,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.091899514,b1debbae
Jeans,0.4624242424242424,0.1090909090909091,0.8999999999999999,0.7933333333333333,18,0.4624242424242424,0.0745959386655615,0.8114754098360655,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46262258,fa5bb1bf
Dishwasher Liquid,0.9197979797979798,0.7414141414141414,0.7749999999999999,0.2297777777777778,17,0.9197979797979798,0.3861938335262548,0.4450406032482598,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9222617,cc809484
Jeans,0.167070707070707,0.206060606060606,0.125,0.2926666666666667,18,0.167070707070707,0.1765622295308983,0.103643216080402,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.16732153,edc1ebae
Pen,0.3262626262626262,0.7474747474747475,0.425,0.9975555555555556,24,0.3262626262626262,0.5635948210205636,0.2432080924855491,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.32730526,fbb65b6d
Mop,0.5888888888888889,0.3131313131313131,0.55,0.8093333333333333,21,0.5888888888888889,0.1970756516211061,0.4188461538461538,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.588925,fafd02ec
Soap,0.6256565656565657,0.6202020202020202,0.725,0.5933333333333333,25,0.6256565656565657,0.3815086367590406,0.4474750623441396,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.62858766,31bc852b
Laptop,0.1816161616161616,0.5252525252525253,0.15,0.2893333333333333,25,0.1816161616161616,0.4445204308428792,0.0983443708609271,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1790674,fa352e0e
Detergent,0.2872727272727273,0.7515151515151516,0.875,0.8566666666666666,24,0.2872727272727273,0.583804143126177,0.4995674740484429,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.28615952,d6a08288
Laptop,0.4179797979797979,0.9535353535353536,0.125,0.6833333333333333,18,0.4179797979797979,0.672460464453626,0.0639865563598759,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.4207977,9c55f4d1
Pulses,0.6616161616161617,0.8060606060606061,0.875,0.8466666666666667,17,0.6616161616161617,0.4851063829787234,0.484479865771812,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6611673,3c8e1ae3
Sanitizer,0.3583838383838383,0.0646464646464646,0.65,0.3326666666666666,19,0.3583838383838383,0.0475907198096371,0.6105313092979128,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.3593568,c8a126f2
Tablet,0.4404040404040404,0.9393939393939394,0.95,0.5822222222222222,19,0.4404040404040404,0.6521739130434783,0.4898437499999999,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.44354397,88518a85
Milk,0.7652525252525253,0.78989898989899,0.6,0.4053333333333334,23,0.7652525252525253,0.4474708171206226,0.3352144469525959,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7632006,37733183
Rice,0.1339393939393939,0.3414141414141414,0.3249999999999999,0.3206666666666666,14,0.1339393939393939,0.3010867628719045,0.242281626506024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.13410646,a83727b2
Laptop,0.851919191919192,0.604040404040404,0.0499999999999999,0.1966666666666666,11,0.851919191919192,0.3261699574560925,0.0311712846347606,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.85043246,3baa9d42
Wheat,0.4533333333333333,0.7797979797979798,0.7,0.8997777777777778,7,0.4533333333333333,0.5365582429802613,0.3933030646992054,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.45007676,963956e7
Tablet,0.5894949494949495,0.8525252525252526,0.4499999999999999,0.6522222222222223,20,0.5894949494949495,0.5363497712252161,0.2429116684841875,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.5891721,7c5006d1
Marker,0.8804040404040404,0.7393939393939395,0.95,0.164,20,0.8804040404040404,0.3932101418134938,0.5461672473867595,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.88099295,f2eb6ff4
Tea,0.1381818181818181,0.0808080808080808,0.575,0.1364444444444444,12,0.1381818181818181,0.0709975150869719,0.5320093457943924,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.13911466,357a31d7
Smartwatch,0.8119191919191919,0.9070707070707072,0.4,0.7797777777777778,14,0.8119191919191919,0.5006132233247854,0.2097457627118643,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.8156004,06a7c255
Smartwatch,0.4573737373737374,0.0787878787878788,0.0,0.494,14,0.4573737373737374,0.05406154699196,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4577913,9765217b
Sneakers,0.0682828282828282,0.7272727272727273,0.7,0.3677777777777778,23,0.0682828282828282,0.680786686838124,0.4052631578947368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06904187,56ef7cc4
Tablet,0.6232323232323232,0.8202020202020203,0.875,0.1697777777777778,23,0.6232323232323232,0.5052893590541382,0.480715871254162,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.6236895,05ab0014
Jacket,0.1741414141414141,0.7232323232323232,0.375,0.5384444444444444,10,0.1741414141414141,0.6159669649002064,0.2176143024618991,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.17612606,59e5cf11
Mobile,0.0121212121212121,0.2949494949494949,0.8,0.5997777777777777,20,0.0121212121212121,0.2914171656686626,0.6177847113884556,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.011202283,1a0ae892
Sugar,0.261010101010101,0.2868686868686869,0.2249999999999999,0.2964444444444444,18,0.261010101010101,0.2274911887215636,0.1748430141287283,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2626858,ac1004c6
Camera,0.8840404040404041,0.9191919191919192,0.525,0.2124444444444445,19,0.8840404040404041,0.4878833369075703,0.2735526315789474,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.8847759,90277adb
Shampoo,0.363030303030303,0.0585858585858585,0.2249999999999999,0.614,20,0.363030303030303,0.0429820661034533,0.212547709923664,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.36409578,9d3e3c4c
Headphones,0.0935353535353535,0.8707070707070708,0.0499999999999999,0.742,16,0.0935353535353535,0.7962312950304822,0.0267278617710582,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.09331718,90028fe3
Mobile,0.3836363636363636,0.995959595959596,0.65,0.938,19,0.3836363636363636,0.7198131114031247,0.3256578947368421,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.3833763,20716e39
Jeans,0.9482828282828284,0.991919191919192,0.975,0.23,15,0.9482828282828284,0.5091248444628784,0.4894776876267748,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.94601274,72b429bb
